filmId,title,genre,producer,actor,rating
168098,Cell,Horror,Shara Kay,John Cusack,4
36630,Zandalee,Drama,Judge Reinhold,Steve Buscemi,4
36630,Zandalee,Drama,Judge Reinhold,Nicolas Cage,4
8046,Gigli,Drama,Casey Silver,Ben Affleck,4
6470,Fire Birds,Action,Bill Badalato,Nicolas Cage,4
240704,Island of Lemurs: Madagascar,Documentary,Drew Fellman,Morgan Freeman,4
8046,Gigli,Drama,Casey Silver,Al Pacino,4
192712,Kite,Drama,Moisés Cosío,Samuel L. Jackson,4
14623,Thunderbirds,Action,Tim Bevan,Ben Kingsley,4
12177,The Love Guru,Comedy,Michael De Luca,Ben Kingsley,4
34444,Even Cowgirls Get the Blues,Western,Laurie Parker,Keanu Reeves,4
4949,A Time for Killing,Western,Harry Joe Brown,Harrison Ford,4
287636,The Sound And The Fury,Drama,Vince Jolivette,James Franco,4
10628,Kangaroo Jack,Comedy,Jerry Bruckheimer,Christopher Walken,4
10550,Ballistic: Ecks vs. Sever,Action,Elie Samaha,Antonio Banderas,4
2149,Body of Evidence,Drama,Bernd Eichinger,Willem Dafoe,4
60125,Men Seeking Women,Comedy,Jim Milio,Will Ferrell,4
124461,A Glimpse Inside the Mind of Charles Swan III,Comedy,Roman Coppola,Bill Murray,4
18357,The Country Bears,Adventure,Jeffrey Chernov,Christopher Walken,4
96238,Never Again,Comedy,Terence Michael,Peter Dinklage,4
87818,Movie 43,Comedy,Peter Farrelly,Chris Pratt,4
87818,Movie 43,Comedy,Peter Farrelly,Hugh Jackman,4
2312,In the Name of the King: A Dungeon Siege Tale,Adventure,Brandon Baker,Jason Statham,4
264560,When Friendship Kills,Drama,Tracey Jeffrey,Ryan Reynolds,4
193212,The Man Who Captured Eichmann,TV Movie,Raúl Outeda,Robert Duvall,4
331962,Exposed,Drama,Keanu Reeves,Keanu Reeves,4
225703,The Starving Games,Comedy,Peter Safran,Jason Statham,4
324333,Wild Horses,Crime,Rob Carliner,James Franco,4
324333,Wild Horses,Crime,Rob Carliner,Robert Duvall,4
222858,A Bucket of Blood,Thriller,Mike Elliott,Will Ferrell,4
14105,Already Dead,Action,Christopher Eberts,Christopher Plummer,4
13440,The Truth About Charlie,Mystery,Neda Armian,Mark Wahlberg,4
56288,Spy Kids: All the Time in the World,Family,Robert Rodriguez,Antonio Banderas,4
291871,Yosemite,Drama,Gabrielle Demeestere,James Franco,4
46286,The Suburbans,Comedy,J.J. Abrams,Ben Stiller,4
9320,The Avengers,Thriller,Jerry Weintraub,Ralph Fiennes,4
122928,The Letter,Drama,Vince Jolivette,James Franco,4
10067,The Shaggy Dog,Comedy,Tim Allen,Robert Downey Jr.,4
46286,The Suburbans,Comedy,J.J. Abrams,Will Ferrell,4
16780,Texas Chainsaw Massacre: The Next Generation,Horror,Kim Henkel,Matthew McConaughey,4
119213,Cold Around the Heart,Crime,Dan Halsted,Jude Law,4
218043,Left Behind,Thriller,Ed Clydesdale,Nicolas Cage,4
45662,Space Chimps 2: Zartog Strikes Back,Animation,John H. Williams,Stanley Tucci,4
55066,The Eternal,Horror,David L. Bushell,Christopher Walken,4
96171,Men of Respect,Drama,Ephraim Horowitz,Stanley Tucci,4
12702,Critters 3,Comedy,Rupert Harvey,Leonardo DiCaprio,4
300803,Dragonheart 3: The Sorcerer's Curse,Action,Raffaella De Laurentiis,Ben Kingsley,4
49429,Older Than America,Drama,Christine K. Walker,Bradley Cooper,4
19326,Jury Duty,Comedy,Yoram Ben-Ami,Stanley Tucci,4
9708,The Wicker Man,Mystery,Nicolas Cage,Nicolas Cage,4
44630,Aces High,Action,Benjamin Fisz,Christopher Plummer,4
9708,The Wicker Man,Mystery,Nicolas Cage,James Franco,4
416166,The Institute,Thriller,Lati Grobman,James Franco,4
11849,Dungeons & Dragons,Action,Kia Jam,Jeremy Irons,4
18762,Blue Juice,Comedy,Peter Salmi,Ewan McGregor,4
12787,Homeboy,Drama,Alan Marshall,Christopher Walken,4
46562,The Last Rites of Ransom Pride,Action,Michael Frislev,Peter Dinklage,4
40562,Committed,Comedy,Marlen Hecht,Mark Ruffalo,4
250066,American Heist,Action,Gevond Andreasyan,Adrien Brody,4
6309,Flood,Drama,Peter McAleese,Tom Hardy,4
1639,Speed 2: Cruise Control,Action,Jan de Bont,Willem Dafoe,4
297596,Dying of the Light,Thriller,Scott Clayton,Nicolas Cage,4
17711,The Adventures of Rocky & Bullwinkle,Action,Robert De Niro,John Goodman,4
29159,Giallo,Crime,Adrien Brody,Adrien Brody,4
241432,Days and Nights,Drama,Barbara Romer,Jean Reno,4
74946,Feast of All Saints,Romance,Peter R. McIntosh,Forest Whitaker,4
83105,The Boy in Blue,Drama,John Kemeny,Nicolas Cage,4
20533,Jonah Hex,Action,Akiva Goldsman,Michael Fassbender,4
580,Jaws: The Revenge,Adventure,Joseph Sargent,Michael Caine,4
17711,The Adventures of Rocky & Bullwinkle,Action,Robert De Niro,Robert De Niro,4
199647,The Color of Time,Drama,James Franco,James Franco,4
83105,The Boy in Blue,Drama,John Kemeny,Christopher Plummer,4
12704,Ishtar,Action,Warren Beatty,Dustin Hoffman,4
220493,Sal,Drama,Vince Jolivette,James Franco,4
33676,Losin' It,Comedy,Bryan Gindoff,Tom Cruise,4
109091,The Counselor,Thriller,Ridley Scott,Michael Fassbender,5
109091,The Counselor,Thriller,Ridley Scott,Javier Bardem,5
139329,Back to 1942,Drama,Han Sanping,Adrien Brody,5
97434,Gambit,Comedy,Mike Lobell,Colin Firth,5
97434,Gambit,Comedy,Mike Lobell,Stanley Tucci,5
11597,Toys,Fantasy,Barry Levinson,Jamie Foxx,5
201088,Blackhat,Crime,Michael Mann,Chris Hemsworth,5
1363,The Hi-Lo Country,Drama,Martin Scorsese,Woody Harrelson,5
25018,Leatherface: Texas Chainsaw Massacre III,Horror,Robert Engelman,Viggo Mortensen,5
37917,Honkytonk Man,Western,Clint Eastwood,Clint Eastwood,5
161321,The Power of Few,Thriller,Leone Marucci,Christopher Walken,5
2348,Holy Matrimony,Comedy,William Stuart,Joseph Gordon-Levitt,5
28902,In Dreams,Drama,Stephen Woolley,Robert Downey Jr.,5
9978,Stormbreaker,Adventure,Steve Christian,Ewan McGregor,5
169209,Empire State,Action,Randall Emmett,Dwayne Johnson,5
109091,The Counselor,Thriller,Ridley Scott,Brad Pitt,5
271969,Ben-Hur,Adventure,Duncan Henderson,Morgan Freeman,5
41817,Heart Condition,Fantasy,Steve Tisch,Denzel Washington,5
10759,The Comebacks,Comedy,Peter Abrams,Bradley Cooper,5
4723,Southland Tales,Comedy,Sean McKittrick,Dwayne Johnson,5
9360,Anaconda,Adventure,Verna Harrah,Owen Wilson,5
11252,Psycho,Horror,Brian Grazer,Viggo Mortensen,5
106599,Imaginary Witness: Hollywood and the Holocaust,Documentary,Daniel Anker,Ralph Fiennes,5
11252,Psycho,Horror,Brian Grazer,William H. Macy,5
8676,Fool's Gold,Romance,Donald De Line,Matthew McConaughey,5
64942,Mary,Drama,Fernando Sulichin,Forest Whitaker,5
10357,Volcano,Science Fiction,Neal H. Moritz,Tommy Lee Jones,5
10357,Volcano,Science Fiction,Neal H. Moritz,Don Cheadle,5
106747,Machete Kills,Action,Sergei Bespalov,Antonio Banderas,5
77663,Killing Season,Action,Anthony Rhulen,Robert De Niro,5
9977,Children of the Revolution,Comedy,Tristram Miall,Geoffrey Rush,5
49524,R.I.P.D.,Fantasy,Michael Fottrell,Ryan Reynolds,5
49524,R.I.P.D.,Fantasy,Michael Fottrell,Jeff Bridges,5
13160,Over Her Dead Body,Comedy,Paul Brooks,Paul Rudd,5
106599,Imaginary Witness: Hollywood and the Holocaust,Documentary,Daniel Anker,Ben Kingsley,5
209244,Are You Here,Comedy,Jordan Horowitz,Owen Wilson,5
174311,All Is Bright,Comedy,Daniel Carey,Paul Rudd,5
10944,In the Cut,Mystery,Laurie Parker,Mark Ruffalo,5
929,Godzilla,Science Fiction,Dean Devlin,Jean Reno,5
61225,The Babe,Drama,John Fusco,John Goodman,5
242310,Rage,Action,Michael Mendelsohn,Nicolas Cage,5
174316,A Case of You,Comedy,Justin Long,Peter Dinklage,5
262338,Good People,Thriller,Eric Kranzler,James Franco,5
12279,Spy Kids 3-D: Game Over,Action,Elizabeth Avellan,George Clooney,5
12279,Spy Kids 3-D: Game Over,Action,Elizabeth Avellan,Steve Buscemi,5
32456,Two Girls and a Guy,Drama,Chris Hanley,Robert Downey Jr.,5
286654,Reclaim,Thriller,Gary Hamilton,John Cusack,5
4613,Scorched,Comedy,Al Corley,Woody Harrelson,5
1683,The Reaping,Thriller,Robert Zemeckis,Idris Elba,5
11375,Hollywood Homicide,Action,Lou Pitt,Harrison Ford,5
12183,The Wendell Baker Story,Comedy,Mark Johnson,Owen Wilson,5
241254,The Prince,Thriller,George Furla,John Cusack,5
246403,Tusk,Comedy,Shannon McIntosh,Johnny Depp,5
12767,Cold Creek Manor,Mystery,Mike Figgis,Christopher Plummer,5
71506,Ringers - Lord of the Fans,Documentary,Cliff Broadway,Viggo Mortensen,5
248688,A Night in Old Mexico,Drama,Emilio Aragón,Robert Duvall,5
14434,I Think I Love My Wife,Comedy,Chris Rock,Steve Buscemi,5
11568,Blues Brothers 2000,Music,Leslie Belzberg,John Goodman,5
9784,Man About Town,Comedy,Sammy Lee,Ben Affleck,5
180296,They Came Together,Comedy,Michael Showalter,Paul Rudd,5
1250,Ghost Rider,Thriller,Michael De Luca,Nicolas Cage,5
65096,EMR,Thriller,James Erskine,Tom Hardy,5
12183,The Wendell Baker Story,Comedy,Mark Johnson,Will Ferrell,5
68737,Seventh Son,Adventure,Basil Iwanyk,Jeff Bridges,5
152736,Child of God,Crime,Vince Jolivette,James Franco,5
1950,Lucky You,Drama,Curtis Hanson,Robert Duvall,5
206821,The Longest Week,Comedy,Uday Chopra,Jason Bateman,5
100042,Dumb and Dumber To,Comedy,Bobby Farrelly,Jim Carrey,5
174311,All Is Bright,Comedy,Daniel Carey,Paul Giamatti,5
11244,The Meteor Man,Fantasy,Christopher Homes,Don Cheadle,5
9750,Balls of Fury,Comedy,Roger Birnbaum,Christopher Walken,5
9703,The Last Legion,Action,Dino De Laurentiis,Ben Kingsley,5
9703,The Last Legion,Action,Dino De Laurentiis,Colin Firth,5
11523,View from the Top,Comedy,Brad Grey,Mark Ruffalo,5
100042,Dumb and Dumber To,Comedy,Bobby Farrelly,Bill Murray,5
2486,Eragon,Fantasy,John Davis,Jeremy Irons,5
6589,Underdog,Action,Roger Birnbaum,Peter Dinklage,5
1950,Lucky You,Drama,Curtis Hanson,Robert Downey Jr.,5
42383,XX/XY,Drama,Aimee Schoof,Mark Ruffalo,5
2698,Evan Almighty,Fantasy,Tom Shadyac,John Goodman,5
2698,Evan Almighty,Fantasy,Tom Shadyac,Morgan Freeman,5
33258,More American Graffiti,Comedy,Howard G. Kazanjian,Harrison Ford,5
1979,Fantastic 4: Rise of the Silver Surfer,Adventure,Bernd Eichinger,Chris Evans,5
9827,Phantoms,Horror,Dean R. Koontz,Ben Affleck,5
11284,Freddy's Dead: The Final Nightmare,Horror,Robert Shaye,Johnny Depp,5
242076,The Bag Man,Crime,Peter D. Graves,Robert De Niro,5
242076,The Bag Man,Crime,Peter D. Graves,John Cusack,5
3050,Doctor Dolittle,Comedy,John Davis,Paul Giamatti,5
16969,City Heat,Action,Fritz Manes,Clint Eastwood,5
164251,Serena,Drama,Susanne Bier,Bradley Cooper,5
2698,Evan Almighty,Fantasy,Tom Shadyac,Steve Carell,5
12279,Spy Kids 3-D: Game Over,Action,Elizabeth Avellan,Antonio Banderas,5
16222,Whatever It Takes,Drama,Paul Schiff,James Franco,5
13196,Then She Found Me,Comedy,Helen Hunt,Colin Firth,5
18162,Land of the Lost,Adventure,Jimmy Miller,Will Ferrell,5
10016,Ghosts of Mars,Action,Sandy King,Jason Statham,5
49767,Fade to Black,Drama,Barnaby Thompson,Christopher Walken,5
17610,Year One,Comedy,Harold Ramis,Paul Rudd,5
9683,Bubble Boy,Adventure,Beau Flynn,Jake Gyllenhaal,5
38319,Your Highness,Comedy,Scott Stuber,James Franco,5
56272,Elektra Luxx,Action,Sebastian Gutierrez,Joseph Gordon-Levitt,5
44912,Green Lantern,Adventure,Donald De Line,Geoffrey Rush,5
44912,Green Lantern,Adventure,Donald De Line,Ryan Reynolds,5
28774,Communion,Drama,Whitley Strieber,Christopher Walken,5
18480,Brüno,Comedy,Sacha Baron Cohen,Harrison Ford,5
17335,Obsessed,Drama,Beyoncé Knowles,Idris Elba,5
38321,Priest,Action,Michael De Luca,Christopher Plummer,5
11376,Swimming Pool,Thriller,Benjamin Herrmann,James McAvoy,5
9278,Freejack,Science Fiction,Stuart Oken,Anthony Hopkins,5
14536,New in Town,Comedy,Jeff Levine,J.K. Simmons,5
37534,The New Daughter,Horror,Paul Brooks,Kevin Costner,5
59435,An Invisible Sign,Family,Pamela Falk,J.K. Simmons,5
50838,Wrecked,Thriller,Kyle Mann,Adrien Brody,5
13827,"Surfer, Dude",Comedy,Matthew McConaughey,Woody Harrelson,5
2155,Reindeer Games,Thriller,Marty Katz,Ben Affleck,5
10416,What Planet Are You From?,Comedy,Mike Nichols,John Goodman,5
10416,What Planet Are You From?,Comedy,Mike Nichols,Ben Kingsley,5
13788,The Unborn,Horror,Michael Bay,Gary Oldman,5
13788,The Unborn,Horror,Michael Bay,Idris Elba,5
75622,Rampart,Crime,Ben Foster,Steve Buscemi,5
26827,Who's That Girl,Comedy,Rosilyn Heller,Stanley Tucci,5
75622,Rampart,Crime,Ben Foster,Woody Harrelson,5
70578,Trespass,Crime,Irwin Winkler,Nicolas Cage,5
15159,The Pink Panther 2,Comedy,Robert Simonds,Jeremy Irons,5
15159,The Pink Panther 2,Comedy,Robert Simonds,Jean Reno,5
11456,Domestic Disturbance,Mystery,Harold Becker,Steve Buscemi,5
36236,The Witches,Comedy,Dino De Laurentiis,Clint Eastwood,5
15705,Incendiary,Drama,Anand Tucker,Ewan McGregor,5
37430,Conan the Barbarian,Adventure,Henry Winterstern,Morgan Freeman,5
13827,"Surfer, Dude",Comedy,Matthew McConaughey,Matthew McConaughey,5
48988,Hall Pass,Comedy,Bobby Farrelly,Owen Wilson,5
11856,Air America,Action,Daniel Melnick,Robert Downey Jr.,5
40820,Punchline,Comedy,Daniel Melnick,Tom Hanks,5
40820,Punchline,Comedy,Daniel Melnick,John Goodman,5
8915,Amelia,Adventure,Lydia Dean Pilcher,Ewan McGregor,5
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,Andrew Lazar,J.K. Simmons,5
10577,Dracula 2000,Thriller,W.K. Border,Christopher Plummer,5
30502,Big Top Pee-wee,Comedy,Debra Hill,Benicio del Toro,5
10197,Nine,Drama,Marc Platt,Daniel Day-Lewis,5
2613,Prelude to a Kiss,Drama,Michael Gruskoff,Stanley Tucci,5
2018,The Wedding Planner,Comedy,Peter Abrams,Matthew McConaughey,5
5707,Shooting War,Documentary,Steven Spielberg,Tom Hanks,5
33728,"Captain Newman, M.D.",Comedy,Robert Arthur,Robert Duvall,5
38579,Marmaduke,Family,John Davis,Owen Wilson,5
23730,C.H.U.D.,Horror,Andrew Bonime,John Goodman,5
38579,Marmaduke,Family,John Davis,William H. Macy,5
11801,Angel,Romance,Olivier Delbosc,Michael Fassbender,5
25132,Shorts,Comedy,Robert Rodriguez,William H. Macy,5
21866,Bronco Billy,Action,Neal H. Dobrofsky,Clint Eastwood,5
23706,All About Steve,Comedy,Sandra Bullock,Bradley Cooper,5
42888,How Do You Know,Comedy,James L. Brooks,Owen Wilson,5
25704,Post Grad,Comedy,Ivan Reitman,J.K. Simmons,5
10685,The Watcher,Mystery,Christopher Eberts,Keanu Reeves,5
47327,Drive Angry,Fantasy,Michael De Luca,Nicolas Cage,5
10461,Get Carter,Action,Mark Canton,Michael Caine,5
44564,The Dilemma,Comedy,Brian Grazer,Channing Tatum,5
49849,Cowboys & Aliens,Action,Brian Grazer,Daniel Craig,5
49849,Cowboys & Aliens,Action,Brian Grazer,Harrison Ford,5
23047,Season of the Witch,Adventure,Charles Roven,Nicolas Cage,5
19994,Jennifer's Body,Comedy,Brad Van Arragon,J.K. Simmons,5
20006,Pink Cadillac,Action,David Valdes,Jim Carrey,5
20006,Pink Cadillac,Action,David Valdes,Clint Eastwood,5
19994,Jennifer's Body,Comedy,Brad Van Arragon,Chris Pratt,5
27418,Next of Kin,Adventure,Les Alexander,Ben Stiller,5
10551,Family Business,Action,Lawrence Gordon,Dustin Hoffman,5
30685,Blood Creek,Horror,Paul Brooks,Michael Fassbender,5
42888,How Do You Know,Comedy,James L. Brooks,Paul Rudd,5
8427,I Spy,Action,Betty Thomas,Owen Wilson,5
10206,Buffy the Vampire Slayer,Action,Howard Rosenman,Ben Affleck,5
12193,Four Christmases,Comedy,Reese Witherspoon,Robert Duvall,5
46878,The Swarm,Action,Irwin Allen,Michael Caine,5
72559,G.I. Joe: Retaliation,Adventure,Lorenzo di Bonaventura,Dwayne Johnson,5
8617,Prom Night,Crime,Neal H. Moritz,Idris Elba,5
14000,Anamorph,Crime,Marissa McMahon,Willem Dafoe,5
9488,Spy Kids 2: The Island of Lost Dreams,Action,Elizabeth Avellan,Antonio Banderas,5
9488,Spy Kids 2: The Island of Lost Dreams,Action,Elizabeth Avellan,Steve Buscemi,5
8645,The Happening,Thriller,Sam Mercer,Mark Wahlberg,5
84834,Double Indemnity,Crime,Robert F. O Neill,Edward Norton,5
3132,Bad Company,Action,Michael Browning,Anthony Hopkins,5
98339,The Samaritan,Thriller,András Hámori,Samuel L. Jackson,5
21430,New Rose Hotel,Drama,Edward R. Pressman,Christopher Walken,5
21430,New Rose Hotel,Drama,Edward R. Pressman,Willem Dafoe,5
138376,A Dark Truth,Action,Gary Howsam,Forest Whitaker,5
12618,Random Hearts,Drama,Sydney Pollack,Harrison Ford,5
104155,Mansome,Documentary,Morgan Spurlock,Jason Bateman,5
124459,The Incredible Burt Wonderstone,Comedy,Chris Bender,Steve Buscemi,5
104155,Mansome,Documentary,Morgan Spurlock,Paul Rudd,5
124459,The Incredible Burt Wonderstone,Comedy,Chris Bender,Steve Carell,5
122081,Spring Breakers,Drama,Jordan Gertner,James Franco,5
21862,Deep in the Valley,Comedy,Matthew Rhodes,Chris Pratt,5
8944,What Just Happened,Comedy,Robert De Niro,Robert De Niro,5
8944,What Just Happened,Comedy,Robert De Niro,Sean Penn,5
8944,What Just Happened,Comedy,Robert De Niro,Stanley Tucci,5
19114,Endless Love,Romance,Dyson Lovell,Tom Cruise,5
12479,Breakfast of Champions,Comedy,David Willis,Owen Wilson,5
165739,Pawn,Crime,Michael Becker,Forest Whitaker,5
31638,Beyond the Poseidon Adventure,Action,Irwin Allen,Michael Caine,5
109669,The Tenth Man,Drama,William Hill,Anthony Hopkins,5
2966,"20,000 Leagues Under the Sea",Adventure,Dean Barnes,Michael Caine,5
15124,A Little Trip to Heaven,Drama,Sigurjón Sighvatsson,Forest Whitaker,5
77234,The Numbers Station,Action,Sean Furst,John Cusack,5
15124,A Little Trip to Heaven,Drama,Sigurjón Sighvatsson,Jeremy Renner,5
1641,Forces of Nature,Romance,Ian Bryce,Ben Affleck,5
77880,The Whale,Documentary,Suzanne Chisholm,Ryan Reynolds,5
124459,The Incredible Burt Wonderstone,Comedy,Chris Bender,Jim Carrey,5
10200,The Day the Earth Stood Still,Drama,Erwin Stoff,Keanu Reeves,5
11802,Space Chimps,Animation,Barry Sonnenfeld,Stanley Tucci,5
127493,Stolen,Action,René Besson,Nicolas Cage,5
15186,Full Frontal,Comedy,Scott Kramer,Brad Pitt,5
49014,Cosmopolis,Drama,Paulo Branco,Paul Giamatti,5
50647,Wanderlust,Comedy,David Wain,Paul Rudd,5
13051,Max Payne,Action,John Moore,Mark Wahlberg,5
87098,The Desert of Forbidden Art,History,Amanda Pope,Ben Kingsley,5
26337,China Moon,Mystery,Roy Carlson,Benicio del Toro,5
94204,Meeting Evil,Crime,Brad Krevoy,Samuel L. Jackson,5
79474,"Not Love, Just Frenzy",Comedy,Fernando Colomo,Javier Bardem,5
71254,Arena,Action,Brad Krevoy,Samuel L. Jackson,5
70876,Seven Days in Utopia,Drama,Mark G. Mathis,Robert Duvall,5
71676,Ghost Rider: Spirit of Vengeance,Action,Michael De Luca,Nicolas Cage,5
71676,Ghost Rider: Spirit of Vengeance,Action,Michael De Luca,Idris Elba,5
84259,Hearts of the West,Comedy,Tony Bill,Jeff Bridges,5
79940,Tim and Eric's Billion Dollar Movie,Comedy,Todd Wagner,Will Ferrell,5
79940,Tim and Eric's Billion Dollar Movie,Comedy,Todd Wagner,Johnny Depp,5
7988,The Island,Action,Richard D. Zanuck,Michael Caine,5
60747,Red Dawn,War,Beau Flynn,Chris Hemsworth,5
9586,The Bonfire of the Vanities,Comedy,Brian De Palma,Morgan Freeman,5
5851,Showtime,Action,Jane Rosenthal,Robert De Niro,5
97430,The Man with the Iron Fists,Action,Marc Abraham,Russell Crowe,5
35337,The Triumph of Love,Comedy,Bernardo Bertolucci,Ben Kingsley,5
94348,Alex Cross,Action,Steve Bowen,Jean Reno,5
75736,Catch.44,Drama,Randall Emmett,Forest Whitaker,5
9334,The Scorpion King,Action,Stephen Sommers,Dwayne Johnson,5
38753,Passion Play,Drama,Megan Ellison,Bill Murray,5
82390,The Paperboy,Thriller,Avi Lerner,John Cusack,5
82390,The Paperboy,Thriller,Avi Lerner,Matthew McConaughey,5
45878,Return to Horror High,Drama,Mark Lisson ,George Clooney,5
18561,Oxygen,Mystery,Richard Shepard,Adrien Brody,5
9264,Poison Ivy,Thriller,Andy Ruben,Leonardo DiCaprio,5
15482,Return of the Killer Tomatoes!,Comedy,J. Stephen Peace,George Clooney,5
83384,Dark Horse,Drama,Ted Hope,Christopher Walken,5
80035,The Watch,Comedy,Shawn Levy,Ben Stiller,5
8285,The Spirit,Action,Michael Uslan,Samuel L. Jackson,5
9586,The Bonfire of the Vanities,Comedy,Brian De Palma,Tom Hanks,5
72559,G.I. Joe: Retaliation,Adventure,Lorenzo di Bonaventura,Channing Tatum,5
28308,The Body,Drama,Rudy Cohen,Antonio Banderas,5
77625,Moving Target,Thriller,Andy Tennant,Jason Bateman,5
321039,The Phoenix Incident,Horror,Keith Arem,Patrick Stewart,5
10064,Edison,Thriller,Boaz Davidson,Morgan Freeman,5
266639,Jem and the Holograms,Drama,Brian Goldner,Dwayne Johnson,5
8850,The Shadow,Adventure,Martin Bregman,Ian McKellen,5
44303,Higglety Pigglety Pop! or There Must Be More to Life,Family,Spike Jonze,Forest Whitaker,5
337874,Goat,Drama,James Franco,James Franco,5
9310,American Dreamz,Comedy,Paul Weitz,Willem Dafoe,5
13572,Twisted,Action,Arnold Kopelson,Samuel L. Jackson,5
21950,Jackson County Jail,Crime,Jeff Begun,Tommy Lee Jones,5
12634,The Big Bounce,Comedy,Jorge Saralegui,Owen Wilson,5
330947,Song to Song,Drama,Sarah Green,Ryan Gosling,5
274504,The Adderall Diaries,Action,James Franco,James Franco,5
184530,Spin,Family,Donald Everett Axinn,Stanley Tucci,5
1967,Ask the Dust,Drama,Tom Cruise,Colin Farrell,5
6439,Racing Stripes,Comedy,Broderick Johnson,Dustin Hoffman,5
41843,Surviving Picasso,Drama,David L. Wolper,Anthony Hopkins,5
4551,Be Cool,Comedy,Danny DeVito,Dwayne Johnson,5
266639,Jem and the Holograms,Drama,Brian Goldner,Chris Pratt,5
10064,Edison,Thriller,Boaz Davidson,Kevin Spacey,5
253414,Rock the Kasbah,Comedy,Steve Bing,Bill Murray,5
330947,Song to Song,Drama,Sarah Green,Michael Fassbender,5
10905,The Man with One Red Shoe,Action,Victor Drai,Tom Hanks,5
12634,The Big Bounce,Comedy,Jorge Saralegui,Morgan Freeman,5
10048,Stealth,Action,Laura Ziskin,Jamie Foxx,5
10077,A Sound of Thunder,Thriller,Frank Hübner,Ben Kingsley,5
888,The Flintstones,Fantasy,Bruce Cohen,John Goodman,5
9893,Sleepover,Comedy,Charles Weinstock,Steve Carell,5
41149,A Performance of Macbeth,Drama,Trevor Nunn,Ian McKellen,5
359790,Blackway,Thriller,Rick Dugdale,Anthony Hopkins,5
282035,The Mummy,Thriller,Sean Daniel,Tom Cruise,5
282035,The Mummy,Thriller,Sean Daniel,Russell Crowe,5
9271,Virtuosity,Action,Gary Lucchesi,Russell Crowe,5
322487,Spark: A Space Tail,Adventure,Harry Linden,Patrick Stewart,5
388202,Arsenal,Action,George Furla,John Cusack,5
266718,Murder of a Cat,Thriller,Gillian Greene,J.K. Simmons,5
2017,No Good Deed,Action,Barry M. Berg,Samuel L. Jackson,5
9271,Virtuosity,Action,Gary Lucchesi,Denzel Washington,5
20357,Trauma,Drama,Nicky Kentish Barnes,Colin Firth,5
399747,"Mother, May I Sleep with Danger?",Thriller,Iris Torres,James Franco,5
414,Batman Forever,Action,Tim Burton,Tommy Lee Jones,5
414,Batman Forever,Action,Tim Burton,Jim Carrey,5
388202,Arsenal,Action,George Furla,Nicolas Cage,5
